,ts,id,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,fileid,event
33,2023-02-20T03:10:53.165000,7396779188,444.6901,205.0236,74.8171,109.6530,551.5043,935.0113,852.8814,837.5099,679.9578,637.9510,-1254.9516,620.3427,317.7413,1032.5979,800.9648,968.9103,366.0000,0.0178,0.0115,-0.0033,-0.0071,-0.0210,-1000000.0000,-1000000.0000,-0.9496,366.0000,1676860000.0000,214.0933,5.9277,3.7041,62018,none
34,2023-02-20T03:10:53.170000,7396779189,445.7619,205.3601,73.6895,109.0278,551.9434,932.6709,850.6023,838.7028,678.0462,636.9960,-1253.1937,620.8751,315.8440,1029.8400,799.9152,968.5092,366.0000,0.0129,0.0050,-0.0066,-0.0060,-0.0232,-1000000.0000,-1000000.0000,-0.9496,366.0000,1676860000.0000,214.0961,5.6115,3.7043,62018,none
35,2023-02-20T03:10:53.175000,7396779190,446.0954,205.7817,74.3215,108.6836,549.8904,931.8967,853.4636,836.7885,678.2076,637.4381,-1254.8615,621.6887,316.4514,1030.3218,800.4926,967.8236,366.0000,0.0132,0.0108,0.0019,-0.0115,-0.0218,-1000000.0000,-1000000.0000,-0.9496,366.0000,1676860000.0000,214.0989,6.6774,3.7044,62018,none
36,2023-02-20T03:10:53.180000,7396779191,445.0196,204.7407,75.8698,108.8684,551.0058,932.2703,851.9477,836.9513,677.3882,637.0209,-1254.6625,622.0292,315.5862,1031.2261,799.0657,965.1851,366.0000,0.0091,0.0114,-0.0016,-0.0117,-0.0163,-1000000.0000,-1000000.0000,-0.9495,366.0000,1676860000.0000,214.1018,6.3519,3.7045,62018,none
37,2023-02-20T03:10:53.185000,7396779192,444.3532,205.8225,74.0112,109.4603,549.9182,932.4624,853.0220,838.4548,678.7361,636.9112,-1254.0732,620.3034,317.8423,1029.7306,800.5950,965.5337,366.0000,0.0084,0.0010,0.0030,-0.0081,-0.0233,-1000000.0000,-1000000.0000,-0.9495,366.0000,1676860000.0000,214.1046,6.4462,3.7046,62018,none
38,2023-02-20T03:10:53.190000,7396779193,444.2767,204.1413,73.3818,108.2905,551.1577,932.1568,850.3095,837.7583,677.4878,636.6929,-1256.0494,620.0584,316.8081,1031.0741,799.4889,967.7876,366.0000,0.0109,0.0066,-0.0042,-0.0152,-0.0223,-1000000.0000,-1000000.0000,-0.9495,366.0000,1676860000.0000,214.1074,5.2217,3.7048,62018,none
39,2023-02-20T03:10:53.195000,7396779194,445.3648,205.0800,73.7053,109.4502,552.1578,932.9192,852.0495,837.2877,678.6625,636.9879,-1255.8275,622.4051,317.3013,1031.3427,799.1145,968.1398,366.0000,0.0113,0.0032,0.0018,-0.0076,-0.0269,-1000000.0000,-1000000.0000,-0.9495,366.0000,1676860000.0000,214.1102,6.3264,3.7049,62018,none
40,2023-02-20T03:10:53.200000,7396779195,445.3444,205.4879,73.8235,110.4563,550.3705,933.7519,851.2990,837.3540,676.4298,637.2631,-1255.4292,620.7420,316.8005,1029.7247,798.8387,967.1928,366.0000,0.0169,0.0008,0.0015,-0.0134,-0.0147,-1000000.0000,-1000000.0000,-0.9495,366.0000,1676860000.0000,214.1131,7.2151,3.7050,62018,none
41,2023-02-20T03:10:53.205000,7396779196,445.0878,205.1814,73.5324,108.6038,550.7551,933.8850,852.1110,836.4767,678.0922,637.9449,-1254.3030,620.7265,317.0281,1030.7594,798.6790,966.4089,366.0000,0.0136,0.0083,-0.0008,-0.0064,-0.0199,-1000000.0000,-1000000.0000,-0.9495,366.0000,1676860000.0000,214.1159,6.9521,3.7052,62018,none
42,2023-02-20T03:10:53.210000,7396779197,444.0231,206.0886,73.5304,107.4800,551.1607,932.9589,851.8091,837.9430,677.0405,636.3935,-1254.5487,619.9640,316.2855,1029.5857,799.1703,967.6373,366.0000,0.0100,0.0062,-0.0025,-0.0170,-0.0252,-1000000.0000,-1000000.0000,-0.9495,366.0000,1676860000.0000,214.1187,5.9687,3.7053,62018,none
43,2023-02-20T03:10:53.215000,7396779198,444.6425,203.8460,72.3020,107.3810,548.8026,934.1698,851.7496,836.8115,678.0412,636.1419,-1254.8874,620.6290,316.2939,1031.5571,800.6557,967.0597,366.0000,0.0088,0.0041,-0.0034,-0.0144,-0.0144,-1000000.0000,-1000000.0000,-0.9495,366.0000,1676860000.0000,214.1215,6.2128,3.7054,62018,none
44,2023-02-20T03:10:53.220000,7396779199,444.4512,203.2545,72.5877,108.9791,549.9401,932.0727,850.5107,836.9292,677.3470,635.9399,-1255.6735,621.7299,316.2844,1030.5231,798.8432,967.2678,366.0000,0.0095,-0.0023,-0.0093,-0.0166,-0.0202,-1000000.0000,-1000000.0000,-0.9494,366.0000,1676860000.0000,214.1244,5.1253,3.7055,62018,none
45,2023-02-20T03:10:53.225000,7396779200,444.4341,203.4637,73.1397,108.2114,550.5508,930.9531,851.2136,837.5366,676.8309,637.4350,-1254.7572,620.4627,316.5837,1029.7471,797.4918,964.7739,366.0000,0.0017,0.0006,-0.0118,-0.0160,-0.0250,-1000000.0000,-1000000.0000,-0.9494,366.0000,1676860000.0000,214.1272,5.7678,3.7057,62018,none
46,2023-02-20T03:10:53.230000,7396779201,444.8585,204.6897,73.0291,108.8628,547.8438,933.0039,851.0172,836.9561,676.8521,636.7136,-1255.8808,621.0133,316.5070,1029.1708,799.4537,966.4360,366.0000,-0.0020,-0.0069,-0.0071,-0.0098,-0.0175,-1000000.0000,-1000000.0000,-0.9494,366.0000,1676860000.0000,214.1300,6.0280,3.7058,62018,none
47,2023-02-20T03:10:53.235000,7396779202,444.2438,204.4633,72.6120,107.6381,549.2835,930.5941,851.4612,836.5012,676.3847,634.5457,-1255.3927,620.0882,318.3141,1030.3763,798.1736,967.4846,366.0000,0.0040,-0.0042,-0.0132,-0.0144,-0.0257,-1000000.0000,-1000000.0000,-0.9494,366.0000,1676860000.0000,214.1328,6.8067,3.7059,62018,none
48,2023-02-20T03:10:53.240000,7396779203,444.5137,204.0524,72.8289,108.6350,550.8512,931.3665,851.7620,835.3790,677.6408,634.4160,-1255.2198,619.1499,317.3158,1031.0569,799.6224,966.3925,366.0000,-0.0003,-0.0094,-0.0122,-0.0230,-0.0341,-1000000.0000,-1000000.0000,-0.9494,366.0000,1676860000.0000,214.1357,5.7349,3.7060,62018,none
49,2023-02-20T03:10:53.245000,7396779204,443.9327,202.9803,72.9274,107.7520,550.6810,932.2947,850.9990,837.1726,676.0397,635.2146,-1254.6839,619.3320,314.4556,1029.2614,798.5418,966.6372,366.0000,-0.0069,-0.0058,-0.0103,-0.0254,-0.0224,-1000000.0000,-1000000.0000,-0.9494,366.0000,1676860000.0000,214.1385,5.4712,3.7062,62018,none
50,2023-02-20T03:10:53.250000,7396779205,444.0211,204.4033,73.5013,107.2038,550.0892,931.7079,849.7688,836.8530,676.5761,635.9739,-1256.1753,618.8955,315.6753,1029.4381,798.5706,965.8189,366.0000,-0.0117,-0.0137,-0.0214,-0.0213,-0.0341,-1000000.0000,-1000000.0000,-0.9494,366.0000,1676860000.0000,214.1413,6.9061,3.7063,62018,none
51,2023-02-20T03:10:53.255000,7396779206,444.2095,202.7247,72.6251,107.3837,550.4102,931.5517,850.7905,836.2905,676.9806,635.6777,-1256.5056,619.8787,315.3797,1029.1027,799.6623,965.7893,366.0000,-0.0054,-0.0143,-0.0248,-0.0336,-0.0153,-1000000.0000,-1000000.0000,-0.9494,366.0000,1676860000.0000,214.1441,5.9619,3.7064,62018,none
52,2023-02-20T03:10:53.260000,7396779207,442.4575,204.5503,72.9425,106.6655,549.7953,930.6786,852.7120,835.7933,677.9140,636.0350,-1255.2608,620.6023,316.6473,1030.8676,799.1174,966.7452,366.0000,-0.0122,-0.0171,-0.0264,-0.0304,-0.0360,-1000000.0000,-1000000.0000,-0.9493,366.0000,1676860000.0000,214.1470,5.6288,3.7065,62018,none
53,2023-02-20T03:10:53.265000,7396779208,443.2907,205.8324,72.1132,109.1379,549.9908,931.5378,851.8632,836.5566,676.5390,635.4061,-1255.2761,619.6752,315.2938,1028.0195,797.5493,965.0106,366.0000,-0.0120,-0.0209,-0.0275,-0.0357,-0.0463,-1000000.0000,-1000000.0000,-0.9493,366.0000,1676860000.0000,214.1498,6.9499,3.7067,62018,none
54,2023-02-20T03:10:53.270000,7396779209,443.0984,203.7678,72.9323,107.3976,549.2221,932.2776,848.0951,836.8590,676.2806,636.5926,-1256.8800,619.2284,315.8461,1030.5031,797.5953,964.8605,366.0000,-0.0165,-0.0229,-0.0275,-0.0358,-0.0276,-1000000.0000,-1000000.0000,-0.9493,366.0000,1676860000.0000,214.1526,6.6670,3.7068,62018,none
55,2023-02-20T03:10:53.275000,7396779210,442.8972,203.8748,72.7089,107.9239,549.5009,931.4242,850.4589,836.4865,676.6272,636.0260,-1257.3958,618.7766,313.5386,1029.1065,796.9814,965.0257,366.0000,-0.0182,-0.0246,-0.0325,-0.0330,-0.0388,-1000000.0000,-1000000.0000,-0.9493,366.0000,1676860000.0000,214.1554,6.1340,3.7069,62018,none
56,2023-02-20T03:10:53.280000,7396779211,443.1276,202.9534,73.0403,106.9182,548.8418,930.6835,851.0934,837.6581,674.6889,635.4097,-1255.5971,619.6320,314.1368,1029.2904,800.4303,965.3664,366.0000,-0.0220,-0.0311,-0.0256,-0.0416,-0.0381,-1000000.0000,-1000000.0000,-0.9493,366.0000,1676860000.0000,214.1583,6.0190,3.7070,62018,none
57,2023-02-20T03:10:53.285000,7396779212,444.4892,201.8451,72.8640,106.4517,550.3040,930.2952,850.1474,836.8571,675.3343,636.2095,-1257.9402,618.3027,316.9671,1029.0207,797.6031,964.0052,366.0000,-0.0224,-0.0283,-0.0341,-0.0349,-0.0380,-1000000.0000,-1000000.0000,-0.9493,366.0000,1676860000.0000,214.1611,6.6036,3.7072,62018,none
58,2023-02-20T03:10:53.290000,7396779213,442.5526,202.7631,72.7163,107.0582,550.4625,930.5976,849.8772,836.1594,675.9450,633.9262,-1258.0290,618.3380,315.2855,1029.4370,799.1811,965.8301,366.0000,-0.0222,-0.0282,-0.0338,-0.0297,-0.0475,-1000000.0000,-1000000.0000,-0.9493,366.0000,1676860000.0000,214.1639,6.7310,3.7073,62018,none
59,2023-02-20T03:10:53.295000,7396779214,443.9787,202.3298,72.1254,108.0851,550.3080,931.5180,849.9905,836.7947,675.6337,635.1360,-1256.9305,619.9242,314.4053,1028.6203,797.7783,965.0727,366.0000,-0.0261,-0.0310,-0.0380,-0.0375,-0.0514,-1000000.0000,-1000000.0000,-0.9493,366.0000,1676860000.0000,214.1667,6.4671,3.7074,62018,none
60,2023-02-20T03:10:53.300000,7396779215,441.8237,202.0124,72.3659,106.7534,548.8435,931.4449,850.6117,836.2089,674.8893,635.2800,-1256.7481,618.9478,315.3643,1030.0167,797.3061,965.8529,366.0000,-0.0273,-0.0345,-0.0339,-0.0405,-0.0282,-1000000.0000,-1000000.0000,-0.9492,366.0000,1676860000.0000,214.1696,6.3965,3.7075,62018,none
61,2023-02-20T03:10:53.305000,7396779216,442.8752,204.5210,72.9939,106.4467,548.3801,930.5027,849.2244,836.1793,676.8294,635.6248,-1257.7048,618.9052,314.3007,1030.0223,798.1604,963.4479,366.0000,-0.0252,-0.0329,-0.0388,-0.0337,-0.0456,-1000000.0000,-1000000.0000,-0.9492,366.0000,1676860000.0000,214.1724,5.8147,3.7077,62018,none
62,2023-02-20T03:10:53.310000,7396779217,443.2540,203.3421,71.6021,107.2481,550.1453,929.3552,851.0747,837.1609,676.3316,633.7516,-1256.6987,618.9885,314.8971,1028.3370,797.8624,965.8098,366.0000,-0.0254,-0.0348,-0.0400,-0.0432,-0.0262,-1000000.0000,-1000000.0000,-0.9492,366.0000,1676860000.0000,214.1752,5.8626,3.7078,62018,none
63,2023-02-20T03:10:53.315000,7396779218,443.5810,203.4158,71.6093,107.5112,549.5471,931.4480,850.0672,835.3936,676.2242,634.9037,-1256.6748,619.6927,313.9499,1029.6460,798.7535,966.1815,366.0000,-0.0308,-0.0334,-0.0323,-0.0286,-0.0295,-1000000.0000,-1000000.0000,-0.9492,366.0000,1676860000.0000,214.1780,6.1625,3.7079,62018,none
64,2023-02-20T03:10:53.320000,7396779219,443.6770,202.8608,72.2531,108.4222,549.3708,930.3898,849.3600,836.1266,675.5528,635.4283,-1257.2763,619.2404,314.4770,1028.8228,798.7595,965.4588,366.0000,-0.0272,-0.0363,-0.0347,-0.0371,-0.0282,-1000000.0000,-1000000.0000,-0.9492,366.0000,1676860000.0000,214.1808,5.5311,3.7080,62018,none
65,2023-02-20T03:10:53.325000,7396779220,443.7464,202.9734,72.4440,107.3947,548.6048,931.6630,851.0112,837.0635,676.1752,635.4935,-1255.2615,618.5173,314.7787,1029.1530,797.6396,965.1357,366.0000,-0.0280,-0.0257,-0.0313,-0.0201,-0.0279,-1000000.0000,-1000000.0000,-0.9492,366.0000,1676860000.0000,214.1837,5.4376,3.7082,62018,none
66,2023-02-20T03:10:53.330000,7396779221,442.8443,203.8950,71.4640,107.6385,549.4639,930.5184,848.8872,836.3705,676.5349,636.0722,-1256.5329,618.5576,316.0199,1030.3434,796.9714,965.8155,366.0000,-0.0254,-0.0221,-0.0257,-0.0306,-0.0087,-1000000.0000,-1000000.0000,-0.9492,366.0000,1676860000.0000,214.1865,6.2282,3.7083,62018,none
67,2023-02-20T03:10:53.335000,7396779222,442.7728,203.1169,72.0829,107.7181,548.2745,930.3524,849.6986,835.8475,675.9308,635.7519,-1255.9545,618.9866,315.5140,1028.6035,797.1850,966.1599,366.0000,-0.0198,-0.0295,-0.0263,-0.0202,-0.0204,-1000000.0000,-1000000.0000,-0.9492,366.0000,1676860000.0000,214.1893,7.0916,3.7084,62018,none
68,2023-02-20T03:10:53.340000,7396779223,443.8563,203.5944,72.0947,106.2475,549.6771,931.2924,849.7125,834.8050,676.5255,635.1212,-1257.9951,619.4117,315.6807,1029.9111,796.3439,965.5882,366.0000,-0.0216,-0.0219,-0.0244,-0.0268,-0.0154,-1000000.0000,-1000000.0000,-0.9491,366.0000,1676860000.0000,214.1921,4.6417,3.7085,62018,none
69,2023-02-20T03:10:53.345000,7396779224,443.0517,203.0479,70.4325,106.4341,550.3078,933.0909,851.9199,834.3884,675.5679,635.7447,-1257.9672,619.1763,315.1841,1029.5704,797.9851,965.6828,366.0000,-0.0144,-0.0169,-0.0226,-0.0161,-0.0032,-1000000.0000,-1000000.0000,-0.9491,366.0000,1676860000.0000,214.1950,5.9868,3.7087,62018,none
